Plugin ID,CVE,CVSS v2.0 Base Score,Risk,Host,Protocol,Port,Name,Synopsis,Description,Solution,See Also,Plugin Output
"157288","","6.1","Medium","192.168.11.131","tcp","8383","TLS Version 1.1 Deprecated Protocol","The remote service encrypts traffic using an older version of TLS.","The remote service accepts connections encrypted using TLS 1.1. TLS 1.1 lacks support for current and recommended
cipher suites. Ciphers that support encryption before MAC computation, and authenticated encryption modes such as GCM
cannot be used with TLS 1.1

As of March 31, 2020, Endpoints that are not enabled for TLS 1.2 and higher will no longer function properly with major
web browsers and major vendors.","Enable support for TLS 1.2 and/or 1.3, and disable support for TLS 1.1.","https://datatracker.ietf.org/doc/html/rfc8996
http://www.nessus.org/u?c8ae820d","TLSv1.1 is enabled and the server supports at least one cipher."
"158900","CVE-2022-22719","7.5","Critical","192.168.11.131","tcp","8585","Apache 2.4.x < 2.4.53 Multiple Vulnerabilities","The remote web server is affected by multiple vulnerabilities.","The version of Apache httpd installed on the remote host is prior to 2.4.53. It is, therefore, affected by multiple
vulnerabilities as referenced in the 2.4.53 advisory.

  - mod_lua Use of uninitialized value of in r:parsebody: A carefully crafted request body can cause a read to a
    random memory area which could cause the process to crash.  This issue affects Apache HTTP Server 2.4.52
    and earlier. Acknowledgements: Chamal De Silva (CVE-2022-22719)

  - HTTP request smuggling: Apache HTTP Server 2.4.52 and earlier fails to close inbound connection when errors are 
    encountered discarding the request body, exposing the server to HTTP Request Smuggling Acknowledgements: James 
    Kettle <james.kettle portswigger.net> (CVE-2022-22720)

  - Possible buffer overflow with very large or unlimited LimitXMLRequestBody in core: If LimitXMLRequestBody is set to 
    allow request bodies larger than 350MB (defaults to 1M) on 32 bit systems an integer overflow happens which later 
    causes out of bounds writes.  This issue affects Apache HTTP Server 2.4.52 and earlier. Acknowledgements: Anonymous 
    working with Trend Micro Zero Day Initiative (CVE-2022-22721)

  - Read/write beyond bounds in mod_sed: Out-of-bounds Write vulnerability in mod_sed of Apache HTTP Server allows
    an attacker to overwrite heap memory with possibly attacker provided data.  This issue affects Apache HTTP
    Server 2.4 version 2.4.52 and prior versions. Acknowledgements: Ronald Crane (Zippenhop LLC)
    (CVE-2022-23943)

Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version
number.","Upgrade to Apache version 2.4.53 or later.","http://www.apache.org/dist/httpd/Announcement2.4.html
https://httpd.apache.org/security/vulnerabilities_24.html","
  URL               : http://192.168.11.131:8585/
  Installed version : 2.2.21
  Fixed version     : 2.4.53
"
"158900","CVE-2022-22720","7.5","Critical","192.168.11.131","tcp","8585","Apache 2.4.x < 2.4.53 Multiple Vulnerabilities","The remote web server is affected by multiple vulnerabilities.","The version of Apache httpd installed on the remote host is prior to 2.4.53. It is, therefore, affected by multiple
vulnerabilities as referenced in the 2.4.53 advisory.

  - mod_lua Use of uninitialized value of in r:parsebody: A carefully crafted request body can cause a read to a
    random memory area which could cause the process to crash.  This issue affects Apache HTTP Server 2.4.52
    and earlier. Acknowledgements: Chamal De Silva (CVE-2022-22719)

  - HTTP request smuggling: Apache HTTP Server 2.4.52 and earlier fails to close inbound connection when errors are 
    encountered discarding the request body, exposing the server to HTTP Request Smuggling Acknowledgements: James 
    Kettle <james.kettle portswigger.net> (CVE-2022-22720)

  - Possible buffer overflow with very large or unlimited LimitXMLRequestBody in core: If LimitXMLRequestBody is set to 
    allow request bodies larger than 350MB (defaults to 1M) on 32 bit systems an integer overflow happens which later 
    causes out of bounds writes.  This issue affects Apache HTTP Server 2.4.52 and earlier. Acknowledgements: Anonymous 
    working with Trend Micro Zero Day Initiative (CVE-2022-22721)

  - Read/write beyond bounds in mod_sed: Out-of-bounds Write vulnerability in mod_sed of Apache HTTP Server allows
    an attacker to overwrite heap memory with possibly attacker provided data.  This issue affects Apache HTTP
    Server 2.4 version 2.4.52 and prior versions. Acknowledgements: Ronald Crane (Zippenhop LLC)
    (CVE-2022-23943)

Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version
number.","Upgrade to Apache version 2.4.53 or later.","http://www.apache.org/dist/httpd/Announcement2.4.html
https://httpd.apache.org/security/vulnerabilities_24.html","
  URL               : http://192.168.11.131:8585/
  Installed version : 2.2.21
  Fixed version     : 2.4.53
"
"158900","CVE-2022-22721","7.5","Critical","192.168.11.131","tcp","8585","Apache 2.4.x < 2.4.53 Multiple Vulnerabilities","The remote web server is affected by multiple vulnerabilities.","The version of Apache httpd installed on the remote host is prior to 2.4.53. It is, therefore, affected by multiple
vulnerabilities as referenced in the 2.4.53 advisory.

  - mod_lua Use of uninitialized value of in r:parsebody: A carefully crafted request body can cause a read to a
    random memory area which could cause the process to crash.  This issue affects Apache HTTP Server 2.4.52
    and earlier. Acknowledgements: Chamal De Silva (CVE-2022-22719)

  - HTTP request smuggling: Apache HTTP Server 2.4.52 and earlier fails to close inbound connection when errors are 
    encountered discarding the request body, exposing the server to HTTP Request Smuggling Acknowledgements: James 
    Kettle <james.kettle portswigger.net> (CVE-2022-22720)

  - Possible buffer overflow with very large or unlimited LimitXMLRequestBody in core: If LimitXMLRequestBody is set to 
    allow request bodies larger than 350MB (defaults to 1M) on 32 bit systems an integer overflow happens which later 
    causes out of bounds writes.  This issue affects Apache HTTP Server 2.4.52 and earlier. Acknowledgements: Anonymous 
    working with Trend Micro Zero Day Initiative (CVE-2022-22721)

  - Read/write beyond bounds in mod_sed: Out-of-bounds Write vulnerability in mod_sed of Apache HTTP Server allows
    an attacker to overwrite heap memory with possibly attacker provided data.  This issue affects Apache HTTP
    Server 2.4 version 2.4.52 and prior versions. Acknowledgements: Ronald Crane (Zippenhop LLC)
    (CVE-2022-23943)

Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version
number.","Upgrade to Apache version 2.4.53 or later.","http://www.apache.org/dist/httpd/Announcement2.4.html
https://httpd.apache.org/security/vulnerabilities_24.html","
  URL               : http://192.168.11.131:8585/
  Installed version : 2.2.21
  Fixed version     : 2.4.53
"
"158900","CVE-2022-23943","7.5","Critical","192.168.11.131","tcp","8585","Apache 2.4.x < 2.4.53 Multiple Vulnerabilities","The remote web server is affected by multiple vulnerabilities.","The version of Apache httpd installed on the remote host is prior to 2.4.53. It is, therefore, affected by multiple
vulnerabilities as referenced in the 2.4.53 advisory.

  - mod_lua Use of uninitialized value of in r:parsebody: A carefully crafted request body can cause a read to a
    random memory area which could cause the process to crash.  This issue affects Apache HTTP Server 2.4.52
    and earlier. Acknowledgements: Chamal De Silva (CVE-2022-22719)

  - HTTP request smuggling: Apache HTTP Server 2.4.52 and earlier fails to close inbound connection when errors are 
    encountered discarding the request body, exposing the server to HTTP Request Smuggling Acknowledgements: James 
    Kettle <james.kettle portswigger.net> (CVE-2022-22720)

  - Possible buffer overflow with very large or unlimited LimitXMLRequestBody in core: If LimitXMLRequestBody is set to 
    allow request bodies larger than 350MB (defaults to 1M) on 32 bit systems an integer overflow happens which later 
    causes out of bounds writes.  This issue affects Apache HTTP Server 2.4.52 and earlier. Acknowledgements: Anonymous 
    working with Trend Micro Zero Day Initiative (CVE-2022-22721)

  - Read/write beyond bounds in mod_sed: Out-of-bounds Write vulnerability in mod_sed of Apache HTTP Server allows
    an attacker to overwrite heap memory with possibly attacker provided data.  This issue affects Apache HTTP
    Server 2.4 version 2.4.52 and prior versions. Acknowledgements: Ronald Crane (Zippenhop LLC)
    (CVE-2022-23943)

Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version
number.","Upgrade to Apache version 2.4.53 or later.","http://www.apache.org/dist/httpd/Announcement2.4.html
https://httpd.apache.org/security/vulnerabilities_24.html","
  URL               : http://192.168.11.131:8585/
  Installed version : 2.2.21
  Fixed version     : 2.4.53
"
"159462","CVE-2021-43980","2.6","Low","192.168.11.131","tcp","8282","Apache Tomcat 8.x < 8.5.78 Spring4Shell CVE-2021-43980","The remote Apache Tomcat server is affected by a vulnerability","The version of Apache Tomcat installed on the remote host is 8.x prior to 8.5.78.

  - The simplified implementation of blocking reads and writes introduced in Tomcat 10 and back-ported to
    Tomcat 9.0.47 onwards exposed a long standing (but extremely hard to trigger) concurrency bug in Apache
    Tomcat 10.1.0 to 10.1.0-M12, 10.0.0-M1 to 10.0.18, 9.0.0-M1 to 9.0.60 and 8.5.0 to 8.5.77 that could cause
    client connections to share an Http11Processor instance resulting in responses, or part responses, to be
    received by the wrong client. (CVE-2021-43980)

Note : these changes are to mitigate the effects of CVE-2022-22965.","Upgrade to Apache Tomcat version 8.5.78 or later.","http://www.nessus.org/u?c41b6749
http://www.nessus.org/u?72f4365d","
  Installed version : 8.0.33
  Fixed version     : 8.5.78
"
"161948","CVE-2022-28614","6.4","Critical","192.168.11.131","tcp","8585","Apache 2.4.x < 2.4.54 Multiple Vulnerabilities","The remote web server is affected by multiple vulnerabilities.","The version of Apache httpd installed on the remote host is prior to 2.4.54. It is, therefore, affected by multiple
vulnerabilities as referenced in the 2.4.54 advisory.

  - Read beyond bounds via ap_rwrite(): The ap_rwrite() function in Apache HTTP Server 2.4.53 and earlier may
    read unintended memory if an attacker can cause the server to reflect very large input using ap_rwrite()
    or ap_rputs(), such as with mod_luas r:puts() function. Acknowledgements: The Apache HTTP Server project
    would like to thank Ronald Crane (Zippenhop LLC) for reporting this issue (CVE-2022-28614)

  - Read beyond bounds in ap_strcmp_match(): Apache HTTP Server 2.4.53 and earlier may crash or disclose
    information due to a read beyond bounds in ap_strcmp_match() when provided with an extremely large input
    buffer.  While no code distributed with the server can be coerced into such a call, third-party modules or
    lua scripts that use ap_strcmp_match() may hypothetically be affected. Acknowledgements: The Apache HTTP
    Server project would like to thank Ronald Crane (Zippenhop LLC) for reporting this issue (CVE-2022-28615)

Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version
number.","Upgrade to Apache version 2.4.54 or later.","https://httpd.apache.org/security/vulnerabilities_24.html","
  URL               : http://192.168.11.131:8585/
  Installed version : 2.2.21
  Fixed version     : 2.4.54
"
"161948","CVE-2022-28615","6.4","Critical","192.168.11.131","tcp","8585","Apache 2.4.x < 2.4.54 Multiple Vulnerabilities","The remote web server is affected by multiple vulnerabilities.","The version of Apache httpd installed on the remote host is prior to 2.4.54. It is, therefore, affected by multiple
vulnerabilities as referenced in the 2.4.54 advisory.

  - Read beyond bounds via ap_rwrite(): The ap_rwrite() function in Apache HTTP Server 2.4.53 and earlier may
    read unintended memory if an attacker can cause the server to reflect very large input using ap_rwrite()
    or ap_rputs(), such as with mod_luas r:puts() function. Acknowledgements: The Apache HTTP Server project
    would like to thank Ronald Crane (Zippenhop LLC) for reporting this issue (CVE-2022-28614)

  - Read beyond bounds in ap_strcmp_match(): Apache HTTP Server 2.4.53 and earlier may crash or disclose
    information due to a read beyond bounds in ap_strcmp_match() when provided with an extremely large input
    buffer.  While no code distributed with the server can be coerced into such a call, third-party modules or
    lua scripts that use ap_strcmp_match() may hypothetically be affected. Acknowledgements: The Apache HTTP
    Server project would like to thank Ronald Crane (Zippenhop LLC) for reporting this issue (CVE-2022-28615)

Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version
number.","Upgrade to Apache version 2.4.54 or later.","https://httpd.apache.org/security/vulnerabilities_24.html","
  URL               : http://192.168.11.131:8585/
  Installed version : 2.2.21
  Fixed version     : 2.4.54
"
"170113","CVE-2006-20001","7.6","Critical","192.168.11.131","tcp","8585","Apache 2.4.x < 2.4.55 Multiple Vulnerabilities","The remote web server is affected by multiple vulnerabilities.","The version of Apache httpd installed on the remote host is prior to 2.4.55. It is, therefore, affected by multiple
vulnerabilities as referenced in the 2.4.55 advisory.

  - A carefully crafted If: request header can cause a memory read, or write of a single zero byte, in a pool
    (heap) memory location beyond the header value sent. This could cause the process to crash. This issue
    affects Apache HTTP Server 2.4.54 and earlier. (CVE-2006-20001)

  - Inconsistent Interpretation of HTTP Requests ('HTTP Request Smuggling') vulnerability in mod_proxy_ajp of
    Apache HTTP Server allows an attacker to smuggle requests to the AJP server it forwards requests to. This
    issue affects Apache HTTP Server Apache HTTP Server 2.4 version 2.4.54 and prior versions.
    (CVE-2022-36760)

  - Prior to Apache HTTP Server 2.4.55, a malicious backend can cause the response headers to be truncated
    early, resulting in some headers being incorporated into the response body. If the later headers have any
    security purpose, they will not be interpreted by the client. (CVE-2022-37436)

Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version
number.","Upgrade to Apache version 2.4.55 or later.","","
  URL               : http://192.168.11.131:8585/
  Installed version : 2.2.21
  Fixed version     : 2.4.55
"
"170113","CVE-2022-36760","7.6","Critical","192.168.11.131","tcp","8585","Apache 2.4.x < 2.4.55 Multiple Vulnerabilities","The remote web server is affected by multiple vulnerabilities.","The version of Apache httpd installed on the remote host is prior to 2.4.55. It is, therefore, affected by multiple
vulnerabilities as referenced in the 2.4.55 advisory.

  - A carefully crafted If: request header can cause a memory read, or write of a single zero byte, in a pool
    (heap) memory location beyond the header value sent. This could cause the process to crash. This issue
    affects Apache HTTP Server 2.4.54 and earlier. (CVE-2006-20001)

  - Inconsistent Interpretation of HTTP Requests ('HTTP Request Smuggling') vulnerability in mod_proxy_ajp of
    Apache HTTP Server allows an attacker to smuggle requests to the AJP server it forwards requests to. This
    issue affects Apache HTTP Server Apache HTTP Server 2.4 version 2.4.54 and prior versions.
    (CVE-2022-36760)

  - Prior to Apache HTTP Server 2.4.55, a malicious backend can cause the response headers to be truncated
    early, resulting in some headers being incorporated into the response body. If the later headers have any
    security purpose, they will not be interpreted by the client. (CVE-2022-37436)

Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version
number.","Upgrade to Apache version 2.4.55 or later.","","
  URL               : http://192.168.11.131:8585/
  Installed version : 2.2.21
  Fixed version     : 2.4.55
"
"170113","CVE-2022-37436","7.6","Critical","192.168.11.131","tcp","8585","Apache 2.4.x < 2.4.55 Multiple Vulnerabilities","The remote web server is affected by multiple vulnerabilities.","The version of Apache httpd installed on the remote host is prior to 2.4.55. It is, therefore, affected by multiple
vulnerabilities as referenced in the 2.4.55 advisory.

  - A carefully crafted If: request header can cause a memory read, or write of a single zero byte, in a pool
    (heap) memory location beyond the header value sent. This could cause the process to crash. This issue
    affects Apache HTTP Server 2.4.54 and earlier. (CVE-2006-20001)

  - Inconsistent Interpretation of HTTP Requests ('HTTP Request Smuggling') vulnerability in mod_proxy_ajp of
    Apache HTTP Server allows an attacker to smuggle requests to the AJP server it forwards requests to. This
    issue affects Apache HTTP Server Apache HTTP Server 2.4 version 2.4.54 and prior versions.
    (CVE-2022-36760)

  - Prior to Apache HTTP Server 2.4.55, a malicious backend can cause the response headers to be truncated
    early, resulting in some headers being incorporated into the response body. If the later headers have any
    security purpose, they will not be interpreted by the client. (CVE-2022-37436)

Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version
number.","Upgrade to Apache version 2.4.55 or later.","","
  URL               : http://192.168.11.131:8585/
  Installed version : 2.2.21
  Fixed version     : 2.4.55
"
"171342","","10.0","Critical","192.168.11.131","tcp","8282","Apache Tomcat SEoL (8.0.x)","An unsupported version of Apache Tomcat is installed on the remote host.","According to its version, Apache Tomcat is 8.0.x. It is, therefore, no longer maintained by its vendor or provider.

Lack of support implies that no new security patches for the product will be released by the vendor. As a result, it may
contain security vulnerabilities.","Upgrade to a version of Apache Tomcat that is currently supported.","https://tomcat.apache.org/tomcat-80-eol.html","
  URL                                    : http://192.168.11.131:8282/
  Installed version                      : 8.0.33
  Security End of Life                   : June 29, 2018
  Time since Security End of Life (Est.) : >= 6 years
"
"171356","","10.0","Critical","192.168.11.131","tcp","8585","Apache HTTP Server SEoL (2.1.x <= x <= 2.2.x)","An unsupported version of Apache HTTP Server is installed on the remote host.","According to its version, Apache HTTP Server is between 2.1.x and 2.2.x. It is, therefore, no longer maintained by its
vendor or provider.

Lack of support implies that no new security patches for the product will be released by the vendor. As a result, it may
contain security vulnerabilities.","Upgrade to a version of Apache HTTP Server that is currently supported.","https://archive.apache.org/dist/httpd/Announcement2.2.txt","
  URL                                    : http://192.168.11.131:8585/
  Installed version                      : 2.2.21
  Security End of Life                   : July 10, 2017
  Time since Security End of Life (Est.) : >= 7 years
"
"172186","CVE-2023-25690","10.0","Critical","192.168.11.131","tcp","8585","Apache 2.4.x < 2.4.56 Multiple Vulnerabilities","The remote web server is affected by multiple vulnerabilities.","The version of Apache httpd installed on the remote host is prior to 2.4.56. It is, therefore, affected by multiple
vulnerabilities as referenced in the 2.4.56 advisory.

  - HTTP request splitting with mod_rewrite and mod_proxy: Some mod_proxy configurations on Apache HTTP Server
    versions 2.4.0 through 2.4.55 allow a HTTP Request Smuggling attack. Configurations are affected when
    mod_proxy is enabled along with some form of RewriteRule or ProxyPassMatch in which a non-specific pattern
    matches some portion of the user-supplied request-target (URL) data and is then re-inserted into the
    proxied request-target using variable substitution. For example, something like: RewriteEngine on
    RewriteRule ^/here/(.*)  http://example.com:8080/elsewhere?$1 http://example.com:8080/elsewhere ; [P]
    ProxyPassReverse /here/ http://example.com:8080/ http://example.com:8080/ Request splitting/smuggling
    could result in bypass of access controls in the proxy server, proxying unintended URLs to existing origin
    servers, and cache poisoning. Acknowledgements: finder: Lars Krapf of Adobe (CVE-2023-25690)

  - Apache HTTP Server: mod_proxy_uwsgi HTTP response splitting: HTTP Response Smuggling vulnerability in
    Apache HTTP Server via mod_proxy_uwsgi. This issue affects Apache HTTP Server: from 2.4.30 through 2.4.55.
    Special characters in the origin response header can truncate/split the response forwarded to the client.
    Acknowledgements: finder: Dimas Fariski Setyawan Putra (nyxsorcerer) (CVE-2023-27522)

Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version
number.","Upgrade to Apache version 2.4.56 or later.","","
  URL               : http://192.168.11.131:8585/
  Installed version : 2.2.21
  Fixed version     : 2.4.56
"
"172186","CVE-2023-27522","10.0","Critical","192.168.11.131","tcp","8585","Apache 2.4.x < 2.4.56 Multiple Vulnerabilities","The remote web server is affected by multiple vulnerabilities.","The version of Apache httpd installed on the remote host is prior to 2.4.56. It is, therefore, affected by multiple
vulnerabilities as referenced in the 2.4.56 advisory.

  - HTTP request splitting with mod_rewrite and mod_proxy: Some mod_proxy configurations on Apache HTTP Server
    versions 2.4.0 through 2.4.55 allow a HTTP Request Smuggling attack. Configurations are affected when
    mod_proxy is enabled along with some form of RewriteRule or ProxyPassMatch in which a non-specific pattern
    matches some portion of the user-supplied request-target (URL) data and is then re-inserted into the
    proxied request-target using variable substitution. For example, something like: RewriteEngine on
    RewriteRule ^/here/(.*)  http://example.com:8080/elsewhere?$1 http://example.com:8080/elsewhere ; [P]
    ProxyPassReverse /here/ http://example.com:8080/ http://example.com:8080/ Request splitting/smuggling
    could result in bypass of access controls in the proxy server, proxying unintended URLs to existing origin
    servers, and cache poisoning. Acknowledgements: finder: Lars Krapf of Adobe (CVE-2023-25690)

  - Apache HTTP Server: mod_proxy_uwsgi HTTP response splitting: HTTP Response Smuggling vulnerability in
    Apache HTTP Server via mod_proxy_uwsgi. This issue affects Apache HTTP Server: from 2.4.30 through 2.4.55.
    Special characters in the origin response header can truncate/split the response forwarded to the client.
    Acknowledgements: finder: Dimas Fariski Setyawan Putra (nyxsorcerer) (CVE-2023-27522)

Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version
number.","Upgrade to Apache version 2.4.56 or later.","","
  URL               : http://192.168.11.131:8585/
  Installed version : 2.2.21
  Fixed version     : 2.4.56
"
"181418","","","None","192.168.11.131","tcp","22","OpenSSH Detection","An OpenSSH-based SSH server was detected on the remote host.","An OpenSSH-based SSH server was detected on the remote host.","n/a","https://www.openssh.com/","
  Service : ssh
  Version : 7.1
  Banner  : SSH-2.0-OpenSSH_7.1
"
"183391","CVE-2023-43622","7.8","High","192.168.11.131","tcp","8585","Apache 2.4.x < 2.4.58 Multiple Vulnerabilities","The remote web server is affected by multiple vulnerabilities.","The version of Apache httpd installed on the remote host is prior to 2.4.58. It is, therefore, affected by multiple
vulnerabilities as referenced in the 2.4.58 advisory.

  - Apache HTTP Server: DoS in HTTP/2 with initial windows size 0: An attacker, opening a HTTP/2 connection
    with an initial window size of 0, was able to block handling of that connection indefinitely in Apache
    HTTP Server. This could be used to exhaust worker resources in the server, similar to the well known slow
    loris attack pattern. This has been fixed in version 2.4.58, so that such connection are terminated
    properly after the configured connection timeout. This issue affects Apache HTTP Server: from 2.4.55
    through 2.4.57. Users are recommended to upgrade to version 2.4.58, which fixes the issue.
    Acknowledgements: (CVE-2023-43622)

  - Apache HTTP Server: HTTP/2 stream memory not reclaimed right away on RST: When a HTTP/2 stream was reset
    (RST frame) by a client, there was a time window were the request's memory resources were not reclaimed
    immediately. Instead, de-allocation was deferred to connection close. A client could send new requests and
    resets, keeping the connection busy and open and causing the memory footprint to keep on growing. On
    connection close, all resources were reclaimed, but the process might run out of memory before that. This
    was found by the reporter during testing of CVE-2023-44487 (HTTP/2 Rapid Reset Exploit) with their own
    test client. During normal HTTP/2 use, the probability to hit this bug is very low. The kept memory
    would not become noticeable before the connection closes or times out. Users are recommended to upgrade to
    version 2.4.58, which fixes the issue. Acknowledgements: (CVE-2023-45802)

Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version
number.","Upgrade to Apache version 2.4.58 or later.","","
  URL               : http://192.168.11.131:8585/
  Installed version : 2.2.21
  Fixed version     : 2.4.58
"
"183391","CVE-2023-45802","7.8","High","192.168.11.131","tcp","8585","Apache 2.4.x < 2.4.58 Multiple Vulnerabilities","The remote web server is affected by multiple vulnerabilities.","The version of Apache httpd installed on the remote host is prior to 2.4.58. It is, therefore, affected by multiple
vulnerabilities as referenced in the 2.4.58 advisory.

  - Apache HTTP Server: DoS in HTTP/2 with initial windows size 0: An attacker, opening a HTTP/2 connection
    with an initial window size of 0, was able to block handling of that connection indefinitely in Apache
    HTTP Server. This could be used to exhaust worker resources in the server, similar to the well known slow
    loris attack pattern. This has been fixed in version 2.4.58, so that such connection are terminated
    properly after the configured connection timeout. This issue affects Apache HTTP Server: from 2.4.55
    through 2.4.57. Users are recommended to upgrade to version 2.4.58, which fixes the issue.
    Acknowledgements: (CVE-2023-43622)

  - Apache HTTP Server: HTTP/2 stream memory not reclaimed right away on RST: When a HTTP/2 stream was reset
    (RST frame) by a client, there was a time window were the request's memory resources were not reclaimed
    immediately. Instead, de-allocation was deferred to connection close. A client could send new requests and
    resets, keeping the connection busy and open and causing the memory footprint to keep on growing. On
    connection close, all resources were reclaimed, but the process might run out of memory before that. This
    was found by the reporter during testing of CVE-2023-44487 (HTTP/2 Rapid Reset Exploit) with their own
    test client. During normal HTTP/2 use, the probability to hit this bug is very low. The kept memory
    would not become noticeable before the connection closes or times out. Users are recommended to upgrade to
    version 2.4.58, which fixes the issue. Acknowledgements: (CVE-2023-45802)

Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version
number.","Upgrade to Apache version 2.4.58 or later.","","
  URL               : http://192.168.11.131:8585/
  Installed version : 2.2.21
  Fixed version     : 2.4.58
"
"185519","","","None","192.168.11.131","udp","161","SNMP Server Detection","An SNMP server is listening on the remote host.","The remote service is an SNMP agent which provides management data about the device.","Disable this service if it is not needed or restrict access to
internal hosts only if the service is available externally.","https://en.wikipedia.org/wiki/Simple_Network_Management_Protocol","Nessus detected the following SNMP versions:
  - SNMPv1 (public community)
  - SNMPv1 (configured community)
  - SNMPv2c (public community)
  - SNMPv2c (configured community)

"
"192923","CVE-2023-38709","7.8","High","192.168.11.131","tcp","8585","Apache 2.4.x < 2.4.59 Multiple Vulnerabilities","The remote web server is affected by multiple vulnerabilities.","The version of Apache httpd installed on the remote host is prior to 2.4.59. It is, therefore, affected by multiple
vulnerabilities as referenced in the 2.4.59 advisory.

  - Apache HTTP Server: HTTP Response Splitting in multiple modules: HTTP Response splitting in multiple
    modules in Apache HTTP Server allows an attacker that can inject malicious response headers into backend
    applications to cause an HTTP desynchronization attack. Users are recommended to upgrade to version
    2.4.59, which fixes this issue. Acknowledgements: (CVE-2024-24795)

  - Apache HTTP Server: HTTP/2 DoS by memory exhaustion on endless continuation frames: HTTP/2 incoming
    headers exceeding the limit are temporarily buffered in nghttp2 in order to generate an informative HTTP
    413 response. If a client does not stop sending headers, this leads to memory exhaustion.
    Acknowledgements: finder: Bartek Nowotarski (https://nowotarski.info/) (CVE-2024-27316)

Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version
number.","Upgrade to Apache version 2.4.59 or later.","","
  URL               : http://192.168.11.131:8585/
  Installed version : 2.2.21
  Fixed version     : 2.4.59
"
"192923","CVE-2024-24795","7.8","High","192.168.11.131","tcp","8585","Apache 2.4.x < 2.4.59 Multiple Vulnerabilities","The remote web server is affected by multiple vulnerabilities.","The version of Apache httpd installed on the remote host is prior to 2.4.59. It is, therefore, affected by multiple
vulnerabilities as referenced in the 2.4.59 advisory.

  - Apache HTTP Server: HTTP Response Splitting in multiple modules: HTTP Response splitting in multiple
    modules in Apache HTTP Server allows an attacker that can inject malicious response headers into backend
    applications to cause an HTTP desynchronization attack. Users are recommended to upgrade to version
    2.4.59, which fixes this issue. Acknowledgements: (CVE-2024-24795)

  - Apache HTTP Server: HTTP/2 DoS by memory exhaustion on endless continuation frames: HTTP/2 incoming
    headers exceeding the limit are temporarily buffered in nghttp2 in order to generate an informative HTTP
    413 response. If a client does not stop sending headers, this leads to memory exhaustion.
    Acknowledgements: finder: Bartek Nowotarski (https://nowotarski.info/) (CVE-2024-27316)

Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version
number.","Upgrade to Apache version 2.4.59 or later.","","
  URL               : http://192.168.11.131:8585/
  Installed version : 2.2.21
  Fixed version     : 2.4.59
"
"192923","CVE-2024-27316","7.8","High","192.168.11.131","tcp","8585","Apache 2.4.x < 2.4.59 Multiple Vulnerabilities","The remote web server is affected by multiple vulnerabilities.","The version of Apache httpd installed on the remote host is prior to 2.4.59. It is, therefore, affected by multiple
vulnerabilities as referenced in the 2.4.59 advisory.

  - Apache HTTP Server: HTTP Response Splitting in multiple modules: HTTP Response splitting in multiple
    modules in Apache HTTP Server allows an attacker that can inject malicious response headers into backend
    applications to cause an HTTP desynchronization attack. Users are recommended to upgrade to version
    2.4.59, which fixes this issue. Acknowledgements: (CVE-2024-24795)

  - Apache HTTP Server: HTTP/2 DoS by memory exhaustion on endless continuation frames: HTTP/2 incoming
    headers exceeding the limit are temporarily buffered in nghttp2 in order to generate an informative HTTP
    413 response. If a client does not stop sending headers, this leads to memory exhaustion.
    Acknowledgements: finder: Bartek Nowotarski (https://nowotarski.info/) (CVE-2024-27316)

Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version
number.","Upgrade to Apache version 2.4.59 or later.","","
  URL               : http://192.168.11.131:8585/
  Installed version : 2.2.21
  Fixed version     : 2.4.59
"
"193419","CVE-2023-31122","7.8","High","192.168.11.131","tcp","8585","Apache 2.4.x < 2.4.58 Out-of-Bounds Read (CVE-2023-31122)","The remote web server is affected by an out-of-bounds read vulnerability.","The version of Apache httpd installed on the remote host is prior to 2.4.58. It is, therefore, affected by multiple
vulnerabilities as referenced in the 2.4.58 advisory.

  - mod_macro buffer over-read: Out-of-bounds Read vulnerability in mod_macro of Apache HTTP Server. This issue
    affects Apache HTTP Server: through 2.4.57. 

Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version
number.","Upgrade to Apache version 2.4.58 or later.","","
  URL               : http://192.168.11.131:8585/
  Installed version : 2.2.21
  Fixed version     : 2.4.58
"
